,completeness,repeat,dms_id,pred_score,envision_pred,fdms_pred,lasso_pred,row-mean_pred,wu2019_pred,vefill-min_pred,vefill-max_pred,vefill-min_pears_dyn_mean,vefill-max_pears_dyn_mean,5nn-blosum100_pears_any,5nn-blosum100_pears_3to5,5nn-blosum100_pears_5,5nn-functional_pears_any,5nn-functional_pears_3to5,5nn-functional_pears_5
482,0.1,0,urn:mavedb:00000001-a-3,0.519408328,0.3922486428,0.2085174249,0.2031836133,0.3247325529,0.4584880233,0.5240897977,,0.3454045915,,0.3475901016,0.4512899994,0.7322866686,0.3470646169,0.4813004721,0.7054548297
238,0.1,0,urn:mavedb:00000001-b-2,0.5617686822,0.5262774278,0.09799318746,0.2591438499,0.4184725667,0.4711113231,0.6243975402,,0.4890871303,,0.3794447469,0.2902923515,0.8289921789,0.3887088759,0.3230636778,0.7907198353
654,0.1,0,urn:mavedb:00000041-b-1,-0.03964163194,0.1323066432,-0.04232929127,-0.1906225395,0.06060579861,-0.02884800703,,,,,0.3856170275,-0.1875254967,,0.480069713,0.09023225471,
1338,0.1,0,urn:mavedb:00000043-a-1,0.1427440649,0.1636326065,-0.1256667661,-0.1750490021,0.3679285497,0.2235517918,,,,,0.3727944203,-0.4598856726,,0.4000802747,0.01486900329,
695,0.1,0,urn:mavedb:00000045-c-1,0.5782742181,0.6182164098,0.06111941371,0.3939455718,0.1370679421,0.1837759335,0.6732774285,0.7353527056,0.6614515385,0.6074646811,0.2791865391,0.1898443818,0.5404473795,0.2797777764,0.1880680185,0.9974784494
102,0.1,0,urn:mavedb:00000045-d-1,0.6799349725,0.7003131799,0.1375049437,0.3689572998,0.421575923,0.4581376305,0.7600241435,0.7803610711,0.6587613505,0.7192815414,0.4818620027,0.3269002568,-0.04075432858,0.4800234648,0.31260304,0.09078720179
1293,0.1,0,urn:mavedb:00000045-g-1,0.7177879361,0.7476889703,0.1826077454,0.452535858,0.4313419488,0.4515372327,0.7678751528,0.7202004416,0.6170778498,0.5692346067,0.4485062354,0.6780372138,-0.3704665188,0.4032234219,0.6313931759,-0.2898040637
696,0.1,0,urn:mavedb:00000045-h-1,0.5805734381,0.6424895431,0.07108855639,0.3801165699,0.3384293485,0.135674306,0.6745333621,0.8635687936,0.6453966399,0.5776986747,0.1943413183,0.2465328988,1,0.1889643719,0.2380656222,1
1142,0.1,0,urn:mavedb:00000045-i-1,0.5770844628,0.6604863289,0.1345381433,0.3020453883,0.4544060064,0.4453317197,0.6816479521,0.8246849461,0.570072531,0.7809118014,0.425708467,0.08271035933,,0.4353931124,0.09558687567,
505,0.1,0,urn:mavedb:00000045-k-1,0.5969455735,0.571157847,0.2301442205,0.4895992725,0.3141254438,0.4144348381,0.6092874043,0.708139839,0.2141381698,0.6786250662,0.2902941819,0.2662666583,-0.1704345044,0.2922809024,0.275041119,-0.1704345044
1288,0.1,0,urn:mavedb:00000045-l-1,0.3882138385,0.3971040406,0.03962163414,0.2831842343,0.1663221238,0.2093591603,0.4095568283,0.4975527841,0.1656302065,0.3610601689,0.4229165087,0.5446217406,0.6458171619,0.4055812162,0.4787354786,0.6791425866
470,0.1,0,urn:mavedb:00000047-a-1,0.4273913653,0.4240352103,0.1566262214,0.179317267,0.281353738,0.4005827115,0.5944790998,,0.2477570534,,0.3071396483,0.5345215436,-0.07957249643,0.3055936663,0.5242342171,0.01714546473
992,0.1,0,urn:mavedb:00000047-b-1,0.4434883142,0.3901067852,0.1315395272,0.2766472225,0.2421431768,0.3974671288,0.4102274582,,0.1801469086,,0.2597595981,0.2944694794,0.5183048565,0.2712317247,0.3404433952,0.5828331226
1187,0.1,0,urn:mavedb:00000047-c-1,0.538936085,0.4996774526,0.2706197133,0.28272346,0.1799679752,0.4565607502,0.4677351531,,0.2005568717,,0.1812574987,0.1692160774,0.5958220548,0.1919325492,0.2036036999,0.6068218908
1126,0.1,0,urn:mavedb:00000048-a-1,0.3672121557,0.3235763006,0.07929675654,0.1931680875,0.2650114425,0.3330478929,0.5674637697,,0.3285558012,,0.2379658737,0.2305427703,0.787440027,0.2586157949,0.3472355537,0.7790994006
255,0.1,0,urn:mavedb:00000048-b-1,0.1988043957,0.1839869325,0.03566925263,0.1770011468,0.1769980156,0.1947017117,0.4801347289,,0.2199737413,,0.1384961211,0.2042295304,0.1412576084,0.1394441325,0.231570641,0.2017433031
565,0.1,0,urn:mavedb:00000048-c-1,0.1897241479,0.1546912595,0.007601454751,0.06914000654,0.1554378498,0.1508838079,0.5183617974,,0.1838910793,,0.2039875682,0.2289690947,0.3070843086,0.2074507194,0.2673380771,0.2214795683
924,0.1,0,urn:mavedb:00000054-a-1,0.6501253049,0.6108023887,0.270584298,0.2258502226,0.4398770156,0.5812421658,0.7695298325,0.8134230036,0.4358293389,0.5245926851,0.5124073175,0.6942465757,0.8681236945,0.4973185508,0.6515444341,0.846046962
1095,0.1,0,urn:mavedb:00000057-a-1,0.671232649,0.6228593435,0.3331451836,0.2376886702,0.5099951081,0.6067068837,0.6673320855,0.6628164089,0.484294573,0.4923549267,0.5151692407,0.6068982971,0.804371369,0.5070157998,0.6068044785,0.8626592586
221,0.1,0,urn:mavedb:00000057-b-1,0.4562205837,0.2872843678,0.07040035403,-0.004205019488,0.6041863931,0.5592490728,0.7023843525,0.6672713816,0.6171284272,0.4792785155,0.5418270225,0.6817800021,0.9806874519,0.535661782,0.6748975251,0.9806874519
611,0.1,0,urn:mavedb:00000057-c-1,0.5222956484,0.5524897343,0.1334396998,0.1176726975,0.3740711045,0.5087778678,0.6448622528,0.6806195723,0.3737368537,0.4053322556,0.260834294,0.3834782738,,0.2855005546,0.4772278957,
358,0.1,0,urn:mavedb:00000058-a-1,0.7334958372,0.716071237,0.04026163765,0.4777682002,0.3338006143,0.2517832621,0.7097610012,,0.6671526551,,0.6844306992,0.8924280413,,0.6506591727,0.8266200373,
589,0.1,0,urn:mavedb:00000068-b-1,0.6445387381,0.6454316918,0.1193434951,0.2497994102,0.5203866116,0.5475148041,0.7109012694,0.6952178277,0.5616672365,0.5756487453,0.5558661263,0.6095577096,0.1980840824,0.5596074106,0.6196791328,0.201739724
242,0.1,0,urn:mavedb:00000068-c-1,0.6667799488,0.6567622866,0.1867183159,0.2732297983,0.5713464129,0.5867072185,0.7922164419,0.7675824842,0.5987262303,0.5541706024,0.544649012,0.4171125566,0.232460617,0.5556764692,0.4506452152,0.2397826766
791,0.1,0,urn:mavedb:00000096-a-1,0.5207217646,0.4913990774,0.2599989959,0.1965609901,0.4167247588,0.4689791648,0.6419562197,0.6483388143,0.4215368055,0.4419668543,0.4162506313,0.5027537638,0.7193712882,0.4212899344,0.5217228449,0.651523283
251,0.1,0,urn:mavedb:00000106-a-1,0.1784782936,0.03556225132,0.002161088388,-0.003131347475,0.1795513057,-0.05992904093,,,,,-0.1143250244,0.1821554319,,-0.2218426029,-0.3265989165,
1070,0.1,0,urn:mavedb:00000106-b-1,-0.1101333666,0.01656866608,0.3692988565,-0.1958480517,-0.07978963309,-0.175643318,,,,,-0.1293405431,,,-0.1176833821,,
793,0.1,0,urn:mavedb:00000106-c-1,-0.06623979627,-0.004407454995,-0.08071173498,-0.2552343794,-0.1043113559,0.2212928117,,0.2345666771,,,0.4513187893,0.501865229,,0.4507313637,0.3803455837,
869,0.2,0,urn:mavedb:00000001-a-3,0.4816415215,0.3606872757,0.2909441823,0.2481130751,0.3778082328,0.4780675496,0.5760342184,,0.5120786749,,0.4936547157,0.6182257557,0.6628497321,0.4870235389,0.6185951475,0.6545648678
1125,0.2,0,urn:mavedb:00000001-b-2,0.5619498938,0.5777660863,0.3969158409,0.3241586128,0.5253873512,0.5569164464,0.6807458903,,0.6179371264,,0.4441334592,0.4728577232,0.2447244569,0.4760785914,0.5197960422,0.3544577352
698,0.2,0,urn:mavedb:00000041-b-1,0.05010025322,-0.07818430136,0.0142458931,0.04953959506,0.2453071019,0.2190259054,,,,,0.3021143779,0.4814534124,0.7960384243,0.2776750034,0.4605635712,0.7960384243
0,0.2,0,urn:mavedb:00000043-a-1,0.3716106523,0.05563885794,0.1496512749,-0.05842743737,0.3940713067,0.4051984367,0.5018207918,0.3958254041,0.4734865033,0.394794292,0.3441736431,0.5954099479,0.2054526909,0.4224430826,0.7095509695,-0.004997781911
661,0.2,0,urn:mavedb:00000045-c-1,0.7055057488,0.6723358773,0.2187643927,0.5946473836,0.3503132132,0.3959924977,0.8074859187,0.8339189246,0.8051910694,0.792084704,0.3588343069,0.4401110256,0.6846514313,0.2961451022,0.3737885462,0.5499777565
1232,0.2,0,urn:mavedb:00000045-d-1,0.7937332118,0.7924905628,0.4485107324,0.4752910861,0.4955982361,0.5240097636,0.8065503822,0.8291172434,0.7867406174,0.817336107,0.5086527765,0.5286478746,0.5616584414,0.5098871317,0.5244928135,0.6302605132
74,0.2,0,urn:mavedb:00000045-g-1,0.793229728,0.7928641232,0.4302200235,0.5614253324,0.5080581079,0.4923848677,0.8083929034,0.805885106,0.7858206498,0.7990007498,0.5045530587,0.6096663563,0.7919565724,0.4986865585,0.6116378825,0.8101685562
657,0.2,0,urn:mavedb:00000045-h-1,0.6711653057,0.6942646588,0.1447822883,0.4371018782,0.371238243,0.3858198905,0.7623738228,0.7321772483,0.7359250112,0.6809575697,0.5388503261,0.6093290885,0.7440913659,0.5076515077,0.5724895548,0.758045021
182,0.2,0,urn:mavedb:00000045-i-1,0.79425442,0.7780018691,0.3402255157,0.326658458,0.4850512019,0.5649201242,0.7651757499,0.8392523294,0.756374975,0.8200808805,0.4171504018,0.4743252397,0.4370498195,0.4310426556,0.4908004518,0.5266359598
803,0.2,0,urn:mavedb:00000045-k-1,0.6824261247,0.6488233186,0.1308751629,0.5439867257,0.3560424359,0.3775844203,0.7230883858,0.7923525196,0.697828197,0.7881091082,0.516185228,0.6292597525,-0.05333671434,0.5210056954,0.6468375547,0.1370082066
82,0.2,0,urn:mavedb:00000045-l-1,0.5213881206,0.5707467985,0.1436034177,0.4204746099,0.2584988685,0.3292938049,0.4743499851,0.5556054757,0.4314319454,0.5236148046,0.3071485676,0.3429266138,0.2771673326,0.3229635144,0.3869730692,0.3218991144
845,0.2,0,urn:mavedb:00000047-a-1,0.5548236106,0.4704502841,0.2484575256,0.3128291878,0.377604306,0.468889262,0.6074565746,,0.4463314849,,0.2928826104,0.3074145058,0.2424602796,0.2934201877,0.314633742,0.3371174869
374,0.2,0,urn:mavedb:00000047-b-1,0.453202583,0.4152764199,0.2454993322,0.3381656276,0.3203997789,0.4154078875,0.42484386,,0.2774339983,,0.2219367066,0.2930409437,0.3176253252,0.2494270925,0.3527935902,0.420834117
143,0.2,0,urn:mavedb:00000047-c-1,0.5687965358,0.5255167371,0.3608225669,0.3083851954,0.2484245149,0.4681219204,0.5065339917,,0.3249900084,,0.2601085885,0.3032144879,0.2566615189,0.2850624473,0.3460273045,0.3597748971
234,0.2,0,urn:mavedb:00000048-a-1,0.476968306,0.4394540769,0.2698875554,0.2663842841,0.3642609371,0.451060736,0.6013083526,,0.4776860285,,0.1795647093,0.1711079091,0.1852478078,0.1915167954,0.184891874,0.2041996753
1065,0.2,0,urn:mavedb:00000048-b-1,0.3302067998,0.2814404316,0.1849643121,0.2260871169,0.2504816302,0.2637249901,0.4769478073,,0.3453390457,,0.2051726529,0.1674594978,0.2416933221,0.2008134706,0.15707765,0.2063146983
789,0.2,0,urn:mavedb:00000048-c-1,0.2885221676,0.2311399987,0.07290804978,0.1883544278,0.2251715707,0.237534116,0.5491414692,,0.4109301035,,0.2072828618,0.2446010797,0.2657313815,0.1656218991,0.1726978821,0.2470263183
447,0.2,0,urn:mavedb:00000054-a-1,0.7051188056,0.659629781,0.4451015544,0.3957340994,0.5746514562,0.6596501153,0.7957845662,0.8321707856,0.6890206285,0.7397190756,0.5289032874,0.5204738986,0.5125893919,0.5210850966,0.5111326688,0.5285956416
286,0.2,0,urn:mavedb:00000057-a-1,0.7664164786,0.7195521025,0.5618505292,0.4968321151,0.67889393,0.725999049,0.6937733049,0.6778136376,0.6589690084,0.634900221,0.554192354,0.5137731944,0.2941654793,0.5975775718,0.5779087009,0.4074025687
1117,0.2,0,urn:mavedb:00000057-b-1,0.6207492632,0.5130839622,0.3469949558,0.217086754,0.6597238375,0.657392459,0.7156087961,0.7037422933,0.696185038,0.6600250197,0.6157249562,0.582614978,0.467893526,0.6219940865,0.5969031797,0.5365309321
757,0.2,0,urn:mavedb:00000057-c-1,0.6564464902,0.5828570107,0.3560392815,0.3828302608,0.5637053477,0.6454561531,0.6649445201,0.6240980373,0.5954793614,0.5191506827,0.3624346882,0.3772923983,0.3859860088,0.3832942773,0.4110136145,0.4281383645
979,0.2,0,urn:mavedb:00000058-a-1,0.856281173,0.8379358256,0.1959983988,0.7304451785,0.4753666851,0.3899258537,0.8282086675,,0.822484747,,0.5347806234,0.6114870066,0.4055975648,0.4734715877,0.5396200132,0.4539651658
715,0.2,0,urn:mavedb:00000068-b-1,0.6887440845,0.6493067336,0.3165937041,0.4550642123,0.6325229928,0.6496638223,0.7333667679,0.7057419992,0.6743316779,0.6445975075,0.6106831373,0.6077925798,0.6398929313,0.6161719061,0.6162976835,0.6530228706
1122,0.2,0,urn:mavedb:00000068-c-1,0.7650474176,0.7262827635,0.4202062995,0.50352923,0.6779293954,0.7056080205,0.8032929825,0.7832243501,0.731410138,0.7304125438,0.6102275897,0.6372832238,0.6378072778,0.619216958,0.6526041712,0.6429824833
562,0.2,0,urn:mavedb:00000096-a-1,0.5610830149,0.5330315977,0.3185755917,0.3209483932,0.5093162175,0.5131180502,0.6345658005,0.6464762045,0.5537009757,0.5353712337,0.5350622607,0.597380554,0.599660122,0.530750796,0.5932559268,0.5994306613
1130,0.2,0,urn:mavedb:00000106-a-1,0.3178089027,-0.01004806125,0.08935149818,-0.03415086203,0.3127120964,0.001571859265,,,,,0.006791836672,0.006791836672,0.5932419932,-0.1172253578,-0.1172253578,0.9212720063
276,0.2,0,urn:mavedb:00000106-b-1,-0.2577312682,-0.1724414161,-0.03179911091,-0.2807154395,0.2126484731,0.1190727334,,,,,-0.008318582936,0.07882459981,0.2397478503,0.7648095418,0.870540802,0.419236109
576,0.2,0,urn:mavedb:00000106-c-1,-0.4165500109,0.002719336032,-0.1256392656,-0.3327845114,0.1652667552,0.04801227371,,,,,0.07913610274,-0.05787412225,-0.2841064042,0.06866145429,-0.09299133995,-0.1392399562
806,0.3,0,urn:mavedb:00000001-a-3,0.4857076232,0.3922179299,0.419223772,0.3724522458,0.4456499072,0.4468233904,0.5969816319,,0.5651527221,,0.5327574131,0.525882885,0.6429323945,0.5592900002,0.5550393767,0.6773978468
1224,0.3,0,urn:mavedb:00000001-b-2,0.6052156104,0.5556033621,0.4411678733,0.3628532347,0.5893699891,0.6257145609,0.6987747211,,0.6581390886,,0.5494919039,0.5533474978,0.637121858,0.571772064,0.5807973666,0.6605694883
970,0.3,0,urn:mavedb:00000041-b-1,0.0809130928,0.01459816013,-0.1144642883,0.2269852173,0.1488109611,0.1870742481,0.5328672817,,0.5340620782,,0.471182847,0.4825023191,0.5075563398,0.5316140696,0.5458084271,0.6140607965
298,0.3,0,urn:mavedb:00000043-a-1,0.4238642201,0.2733483085,0.0486408997,0.003582079555,0.4604876259,0.4767512587,0.6072670291,0.4803169014,0.5927650337,0.510478045,0.6966744097,0.6749155216,0.7451554317,0.717372692,0.7002353376,0.7785940707
342,0.3,0,urn:mavedb:00000045-c-1,0.7656449032,0.7294898806,0.4295761383,0.628160696,0.4127521263,0.4842907651,0.8200393691,0.8512705632,0.8347452226,0.8513417707,0.393204757,0.4384081477,0.4897809657,0.4212428071,0.4908388142,0.5293547128
1136,0.3,0,urn:mavedb:00000045-d-1,0.8335428421,0.8181016788,0.571466605,0.6483501322,0.563679078,0.561785912,0.8305225638,0.8609152443,0.8112379457,0.862986759,0.6085849835,0.6228940805,0.6997241755,0.6372190834,0.6769571299,0.7697049844
268,0.3,0,urn:mavedb:00000045-g-1,0.8515959115,0.8269868824,0.5671941871,0.6484574116,0.578026515,0.5659374,0.8164422497,0.8598519178,0.80314708,0.8312831977,0.5658657464,0.6159934233,0.6811295943,0.5534354083,0.606959622,0.6832752868
341,0.3,0,urn:mavedb:00000045-h-1,0.722288748,0.696239973,0.3867970729,0.5935540328,0.4430288804,0.4426698642,0.7964584767,0.763976893,0.7891919752,0.7690043947,0.5710331338,0.6271668891,0.6385104486,0.6148360957,0.6783018801,0.7110071645
163,0.3,0,urn:mavedb:00000045-i-1,0.7725339186,0.7768254758,0.3793126004,0.5093257356,0.5411842161,0.6211859151,0.7829340515,0.859812325,0.7768845772,0.8567107197,0.4196217792,0.3580579754,0.3546557411,0.4105881015,0.3423502053,0.3146908982
865,0.3,0,urn:mavedb:00000045-k-1,0.7564028413,0.7056434884,0.2490816053,0.5726234645,0.3616342781,0.4713415228,0.7273955463,0.8041598885,0.7279625306,0.8160307731,0.6687744123,0.7022258089,0.7510857396,0.6837710578,0.7204979723,0.7829102595
277,0.3,0,urn:mavedb:00000045-l-1,0.5884726907,0.5821005439,0.4301696756,0.5762859546,0.2864448541,0.3108160076,0.474862015,0.6403594084,0.4440661648,0.6178498403,0.3928765301,0.39946125,0.4583896791,0.4497433878,0.4633710228,0.5293963086
827,0.3,0,urn:mavedb:00000047-a-1,0.5745208301,0.504307576,0.3742036249,0.4758659386,0.397465194,0.4906693493,0.6107543379,,0.5124149356,,0.3579352099,0.393221311,0.4039237262,0.3886987069,0.4283674799,0.4603362654
635,0.3,0,urn:mavedb:00000047-b-1,0.4956157797,0.4379335959,0.3506274908,0.4147985113,0.3248537669,0.4320204457,0.4498196204,,0.3436280572,,0.256826557,0.2848402007,0.2999791858,0.3175768388,0.3639792661,0.4167755945
202,0.3,0,urn:mavedb:00000047-c-1,0.5704002981,0.5682015969,0.4145176453,0.3800537155,0.2707528836,0.497810105,0.5099565975,,0.3963607065,,0.2504962742,0.238042615,0.2734435116,0.3123461492,0.3070836762,0.3587379401
86,0.3,0,urn:mavedb:00000048-a-1,0.5396341978,0.5048418096,0.3621959019,0.3590832087,0.374682473,0.4359285782,0.6181848261,,0.5619790269,,0.2086806941,0.2312761351,0.2650708073,0.2745370908,0.3169852907,0.3977554493
1286,0.3,0,urn:mavedb:00000048-b-1,0.3542212268,0.3354108682,0.2645055085,0.2728368399,0.2647153908,0.2890293423,0.4751760859,,0.3843822783,,0.2255132389,0.2418902453,0.2159725512,0.2870159149,0.3084836934,0.3131855355
890,0.3,0,urn:mavedb:00000048-c-1,0.2747855311,0.1973754642,0.178126035,0.1798370577,0.2249787992,0.2253786398,0.5372776835,,0.4816722388,,0.2392574786,0.2294274357,0.2193994661,0.2555344451,0.2473146012,0.2492264497
548,0.3,0,urn:mavedb:00000054-a-1,0.7270583674,0.6957192025,0.5319062774,0.5284758642,0.5994873501,0.6840876827,0.7966850037,0.8454064734,0.7503770484,0.7876154528,0.5285501739,0.6091107737,0.5972424558,0.526947354,0.6160372629,0.6339674561
51,0.3,0,urn:mavedb:00000057-a-1,0.8102265929,0.7675756585,0.7200922078,0.6688316462,0.7267015124,0.7625370337,0.7097362491,0.6779546025,0.6717389873,0.6458391579,0.5897975337,0.5688094532,0.633443722,0.6254091858,0.6069430303,0.6414691393
